fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,acid_to_sugar_ratio,bound_sulfur_dioxide,is_red
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,6,8.51,5.318716758020262,12.0,1
9.65,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7,10.600000000000001,7.066619555869628,19.0,1
9.65,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,8,10.45,5.499971052783932,32.0,1
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6,8.66,4.32997835010825,11.0,1
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6,7.63,3.8149809250953743,6.0,1
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.855,12.0,7,9.87,4.486343243894345,20.0,1
6.6,0.6799999999999999,0.09,5.5,0.10800000000000001,9.0,17.0,0.99655,3.35,0.49,10.8,6,7.369999999999999,1.3399975636407933,8.0,1
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5,10.270000000000001,4.107983568065728,14.0,1
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5,9.5,6.33329111139259,13.0,1
8.0,0.31,0.45,2.1,0.10800000000000001,5.0,16.0,0.99358,3.15,0.81,12.5,7,8.76,4.171408707577583,11.0,1
8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,6,9.16,4.361883991028614,13.0,1
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,8.16,3.885695782401036,11.0,1
6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6,6.67,3.923506332315692,12.0,1
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6,8.82,4.009072686033245,9.0,1
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,5,7.15,3.4047456916871823,36.0,1
8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6,8.85,4.657870221735675,8.0,1
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7,9.81,4.904975475122624,14.0,1
8.1,0.6799999999999999,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,5,8.879999999999999,2.690900936663828,9.0,1
9.65,0.47,0.43,2.1,0.10800000000000001,27.0,66.0,0.9982,3.17,0.76,10.8,6,10.55,5.023785601020948,39.0,1
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,6,8.83,6.30709780644424,8.0,1
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.66,0.64,12.3,7,6.09,3.0449847750761245,32.0,1
7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,6,8.64,5.759961600255998,29.0,1
8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,6,9.530000000000001,5.956212773670165,7.0,1
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6,5.9,1.3720898323492274,51.0,1
7.0,0.6799999999999999,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,7.75,3.0999876000496,6.0,1
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,6,7.609999999999999,3.6237922676558676,10.0,1
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5,6.26,2.503989984040064,8.0,1
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8,8.780000000000001,3.5119859520561922,9.0,1
6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,6,7.1,3.9444225309859386,7.0,1
6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,6,6.77,4.835679745144677,6.0,1
9.65,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,6,10.42,5.484181662201778,12.0,1
6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,4,7.08,3.2181671901491353,10.0,1
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,7,9.39,5.52349692060635,14.0,1
5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6,6.35,3.7352721454579676,8.0,1
6.3,0.6799999999999999,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,6,6.9799999999999995,2.4068882521094754,26.0,1
9.65,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,5,10.41,3.8555412757730525,61.0,1
9.65,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,6,10.43,3.1605964830409605,46.0,1
9.1,0.6,0.0,1.9,0.058,5.0,10.0,0.9977,3.18,0.63,10.4,6,9.7,5.105236288230062,5.0,1
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5,6.300000000000001,3.7058605537614486,78.0,1
7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.855,13.6,7,8.100000000000001,4.499975000138889,20.0,1
7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,7,7.75,1.4090883471120963,8.0,1
8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,7,9.129999999999999,5.370556643784448,9.0,1
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6,8.68,5.105852318515773,28.0,1
9.65,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,10.62,5.309973450132749,7.0,1
7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5,8.06,2.1783724908851596,65.0,1
8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,6,8.95,4.474977625111874,70.0,1
7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,6,8.0,4.7058546714431095,46.0,1
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,6,8.9,3.5599857600569598,47.0,1
6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,6,7.460000000000001,3.108320381998409,6.0,1
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,6,7.52,4.177754568030177,4.0,1
7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.99588,3.43,0.62,10.1,5,7.8500000000000005,3.4130286390059177,35.0,1
8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,6,8.829999999999998,3.531985872056511,20.0,1
7.8,0.5,0.12,1.8,0.10800000000000001,6.0,21.0,0.996,3.28,0.855,9.8,6,8.42,4.677751790267831,15.0,1
9.65,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,7,10.51,1.695158556195877,8.0,1
7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,6,8.61,4.304978475107624,12.0,1
9.65,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,6,10.47,5.234973825130875,5.0,1
8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,7,8.85,3.160702997489295,8.0,1
6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,6,6.91,2.763988944044224,54.0,1
8.3,0.6,0.25,2.2,0.10800000000000001,9.0,38.0,0.99616,3.15,0.53,9.8,5,9.15,4.159072004218162,29.0,1
9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,6,10.37,4.938071723467983,21.0,1
6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68,11.4,6,7.18,3.2636215289930495,13.0,1
8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7,9.19,5.25139856343678,43.0,1
5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.855,12.9,7,5.789999999999999,2.757129727953676,85.0,1
6.7,0.41,0.43,2.8,0.076,22.0,54.0,0.99572,3.42,0.855,10.6,6,7.54,2.692847525544552,32.0,1
9.65,0.41,0.43,2.2,0.10800000000000001,11.0,37.0,0.99728,3.16,0.67,10.8,5,10.49,4.768160144726615,26.0,1
9.65,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,7,10.58,4.599980000086957,14.0,1
8.8,0.45,0.43,1.4,0.076,12.0,21.0,0.99551,3.21,0.75,10.2,6,9.68,6.91423632688338,9.0,1
8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71,11.8,7,9.24,4.017373837505055,7.0,1
9.0,0.6799999999999999,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5,9.92,5.835259792589455,11.0,1
8.5,0.44,0.5,1.9,0.10800000000000001,15.0,38.0,0.99634,3.01,0.855,9.4,5,9.44,4.96839490318472,23.0,1
9.65,0.54,0.26,2.0,0.10800000000000001,7.0,60.0,0.99709,2.94,0.855,10.2,5,10.450000000000001,5.224973875130624,53.0,1
8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.855,12.4,7,8.92,3.5679857280570877,19.0,1
6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,6,7.109999999999999,2.5392766454405518,36.0,1
7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,6,8.389999999999999,3.6478102269120565,9.0,1
9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.99667,3.2,0.67,10.5,6,9.899999999999999,6.187461328366696,7.0,1
7.1,0.59,0.0,2.2,0.078,26.0,44.0,0.99522,3.42,0.68,10.8,6,7.6899999999999995,3.4954386570970124,18.0,1
9.65,0.42,0.46,2.1,0.074,5.0,16.0,0.99649,3.27,0.74,12.3,6,10.530000000000001,5.014261836848396,11.0,1
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,8.27,4.864677266604314,39.0,1
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6,7.11,3.2318034918023097,11.0,1
6.5,0.6799999999999999,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,4,7.21,1.2874977008969628,24.0,1
7.1,0.66,0.0,2.4,0.052,6.0,11.0,0.99318,3.35,0.66,12.7,7,7.76,3.233319861167245,5.0,1
5.6,0.6799999999999999,0.0,2.1,0.041,17.0,78.0,0.99346,3.66,0.73,11.4,5,6.279999999999999,2.990461950181189,61.0,1
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6,8.879999999999999,3.6999845833975686,36.0,1
9.65,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,5,10.47,6.345416088387344,6.0,1
9.65,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.855,10.5,6,10.450000000000001,4.17998328006688,13.0,1
6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,5,7.53,4.706220586121336,45.0,1
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,7.57,3.6047447393107652,108.0,1
7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,7.7299999999999995,3.864980675096624,33.0,1
6.6,0.6799999999999999,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5,7.31,0.9371782856688645,6.0,1
8.8,0.6799999999999999,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,4,9.530000000000001,5.294415031027606,14.0,1
9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,6,10.07,2.1891256758137487,14.0,1
6.5,0.6799999999999999,0.0,2.3,0.10800000000000001,6.0,12.0,0.99551,3.56,0.51,10.8,5,7.18,3.1217255577149663,6.0,1
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7,7.82,3.127987488050048,30.0,1
6.4,0.6799999999999999,0.0,2.3,0.10800000000000001,6.0,12.0,0.99551,3.56,0.51,10.8,5,7.08,3.0782474858804965,6.0,1
7.0,0.6799999999999999,0.12,1.8,0.10800000000000001,15.0,64.0,0.99588,3.22,0.59,9.5,6,7.8,4.333309259393003,49.0,1
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6,6.85,3.805534413697701,35.0,1
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6,8.71,3.7869400567823623,71.0,1
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,8.48,5.653295644695702,5.0,1
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6,8.22,4.10997945010275,58.0,1
7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,7,8.6,4.526291966884385,5.0,1
8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,8,9.41,5.227748734729251,6.0,1
9.65,0.6799999999999999,0.19,5.8,0.10800000000000001,33.0,76.0,0.99878,3.14,0.55,9.4,5,10.52,1.813789976224179,43.0,1
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,8.020000000000001,3.8190294331931756,20.0,1
9.65,0.6799999999999999,0.55,1.7,0.10800000000000001,24.0,52.0,0.99752,3.35,0.855,10.0,5,10.88,6.399962353162628,28.0,1
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.855,11.2,7,7.02,3.5099824500877492,10.0,1
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,7.47,3.557125918448007,7.0,1
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,5,7.19,3.4237932200322856,31.0,1
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,6,10.4,5.473655401813675,8.0,1
9.65,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,6,10.440000000000001,5.494707922589882,3.0,1
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,6,9.530000000000001,4.538073628220818,9.0,1
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,6,8.780000000000001,4.38997805010975,69.0,1
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,6,8.909999999999998,4.689449002899984,31.0,1
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,6,8.91,4.689449002899985,16.0,1
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,6,9.790000000000001,7.530711302220753,25.0,1
9.65,0.32,0.52,1.8,0.10800000000000001,17.0,44.0,0.99734,3.28,0.77,11.5,6,10.49,5.827745401414436,27.0,1
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,6,8.85,4.022708987686419,56.0,1
9.65,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,6,10.48,4.763614710842223,14.0,1
9.65,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,6,10.530000000000001,4.2119831520673925,12.0,1
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,5,9.89,3.803831523724909,59.0,1
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5,8.11,1.9780439559903515,19.0,1
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5,9.83,4.914975425122874,13.0,1
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.66,0.73,13.6,7,5.52,3.066649629724279,70.0,1
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,8.319999999999999,3.961885895781448,47.0,1
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6,8.22,3.0444331687660418,43.0,1
7.8,0.6799999999999999,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5,8.49,3.265372056261322,42.0,1
9.65,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,4,10.25,4.65906973150122,22.0,1
7.1,0.6799999999999999,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,7.789999999999999,3.5408929959409265,7.0,1
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4,6.65,0.5155034763538944,107.0,1
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,8.35,4.911735813318745,10.0,1
8.1,0.6799999999999999,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4,8.78,3.5119859520561914,12.0,1
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,7.17,1.667437982702366,9.0,1
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5,8.309999999999999,4.888206539961529,24.0,1
9.65,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5,10.41,4.163983344066624,37.0,1
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,6,9.81,4.904975475122624,25.0,1
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5,9.080000000000002,3.7833175695101278,76.0,1
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6,6.44,0.48059665627115206,88.0,1
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,8.14,4.522197098905006,19.0,1
7.4,0.6799999999999999,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5,8.15,4.794089446532667,33.0,1
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6,7.640000000000001,3.4727114876750558,14.0,1
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,7.709999999999999,3.3521593384376587,13.0,1
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,8.22,3.7363466529697593,33.0,1
7.1,0.6799999999999999,0.0,1.8,0.10800000000000001,6.0,14.0,0.99627,3.45,0.58,9.8,5,7.779999999999999,4.322198210009944,8.0,1
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,5,8.56,6.1142420411282785,7.0,1
7.8,0.6799999999999999,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5,8.540000000000001,4.494713185720076,15.0,1
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5,6.759999999999999,2.8166549306044555,20.0,1
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,5,8.31,4.616641018661007,17.0,1
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6,7.86,1.6374965885487742,57.0,1
6.8,0.64,0.0,2.7,0.10800000000000001,15.0,33.0,0.99538,3.44,0.63,11.3,6,7.4399999999999995,2.7555453498320372,18.0,1
8.6,0.635,0.6400000000000001,1.8,0.10800000000000001,19.0,56.0,0.99632,3.02,0.855,9.3,5,9.875,5.486080632885373,37.0,1
6.3,0.6799999999999999,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,4,6.9799999999999995,3.489982550087249,7.0,1
9.65,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5,10.48,4.191983232067072,32.0,1
8.2,0.6799999999999999,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,4,8.879999999999999,4.036345289339593,13.0,1
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6,9.19,5.105527191515602,25.0,1
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,7.82,3.3999852174555767,20.0,1
9.65,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.855,11.4,6,10.58,4.599980000086957,6.0,1
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,6,7.62,3.8099809500952495,30.0,1
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,8,6.0200000000000005,3.344425864300754,59.0,1
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.66,0.75,14.0,6,5.39,3.3687289454440905,34.0,1
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6,7.94,4.962468984568846,40.0,1
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5,6.36,3.3473508034168242,19.0,1
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,5,8.28,4.139979300103499,10.0,1
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,8.51,4.052361655420688,19.0,1
8.0,0.6799999999999999,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,8.9,3.8695483932678556,68.0,1
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,9.3,1.4761881330347097,7.0,1
7.0,0.6799999999999999,0.0,1.9,0.10800000000000001,3.0,10.0,0.99636,3.35,0.6,9.7,6,7.68,4.042083989031637,7.0,1
9.65,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7,10.340000000000002,6.082317162840219,6.0,1
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,7.76,4.084189030584049,26.0,1
7.9,0.6799999999999999,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6,8.58,4.289978550107249,13.0,1
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6,9.61,3.5592460768663816,52.0,1
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,5,7.61,3.308681266603189,18.0,1
9.65,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5,10.52,5.844411975489025,27.0,1
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,6,7.7,3.0799876800492796,14.0,1
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,5,8.68,3.338448698274237,4.0,1
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,0.855,10.2,5,7.8999999999999995,1.755551654329657,90.0,1
7.6,0.6799999999999999,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5,8.28,4.357871800674733,6.0,1
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,8.934999999999999,4.254741644087408,35.0,1
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6,6.425,2.6770721788659215,14.0,1
7.5,0.6799999999999999,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4,8.18,4.305240498734217,6.0,1
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,7.2299999999999995,1.6813914386245614,26.5,1
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6,7.87,3.7476012018990383,14.0,1
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6,6.3,4.4999678573724475,7.0,1
7.6,0.6799999999999999,0.0,2.1,0.10800000000000001,5.0,9.0,0.99476,3.5,0.4,10.9,3,8.28,3.942838367436345,4.0,1
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.66,0.61,12.5,6,5.845000000000001,2.718592006548807,13.0,1
6.7,0.6799999999999999,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6,7.45,3.7249813750931247,37.0,1
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,6,9.79,4.661882562463988,11.0,1
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,5,8.719999999999999,4.844417531013716,40.0,1
7.6,0.6799999999999999,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5,8.49,3.6912882987465276,47.0,1
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,8.37,4.405239972421198,64.0,1
9.65,0.6799999999999999,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,10.65,4.25998296006816,69.0,1
6.8,0.6799999999999999,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4,7.569999999999999,1.9410206640495793,14.0,1
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,7.72,5.514246326811951,36.0,1
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6,7.16,2.3866587111376294,15.0,1
8.0,0.6799999999999999,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5,8.89,4.678922742511882,27.0,1
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6,7.57,3.291290037869401,45.0,1
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6,7.57,3.154153524360315,45.0,1
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,8.4,4.1999790001049995,74.0,1
5.4,0.6799999999999999,0.0,1.2,0.041,16.0,46.0,0.99258,3.66,0.59,12.5,6,6.08,5.066624444796293,30.0,1
9.65,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6,10.55,4.7954327480329635,31.0,1
9.1,0.6799999999999999,0.6400000000000001,1.7,0.10800000000000001,18.0,64.0,0.99652,2.9,0.855,9.1,6,10.42,6.129375709554649,46.0,1
9.65,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5,10.65,4.09613809177657,76.0,1
5.0,0.6799999999999999,0.0,1.2,0.041,16.0,46.0,0.99258,3.66,0.59,12.5,6,5.68,4.733293889217589,30.0,1
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,5,9.86,5.477747345848078,9.0,1
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,7,9.85,5.472191821156549,34.0,1
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,7.4,4.352915571084876,16.0,1
